Type                                  Module                      Label             Process        Full Name                                              Split level
vector<unsigned int>                  "l1tLayer1HGCalNoTK"        "vecNSecTK"       "HLT"          uints_l1tLayer1HGCalNoTK_vecNSecTK_HLT                 1
trigger::TriggerEvent                 "hltTriggerSummaryAOD"      ""                "HLT"          triggerTriggerEvent_hltTriggerSummaryAOD__HLT          1
trigger::TriggerEventWithRefs         "hltTriggerSummaryRAW"      ""                "HLT"          triggerTriggerEventWithRefs_hltTriggerSummaryRAW__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt1PFPuppiCentralJet70MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt1PFPuppiCentralJet70MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt1PFPuppiCentralJet75MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt1PFPuppiCentralJet75MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt2PFPuppiCentralJet40MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt2PFPuppiCentralJet40MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt2PFPuppiCentralJet60MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt2PFPuppiCentralJet60MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt3PFPuppiCentralJet45MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt3PFPuppiCentralJet45MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hlt4PFPuppiCentralJet40MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hlt4PFPuppiCentralJet40MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepCSV0p31Eta2p4TripleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepCSV0p31Eta2p4TripleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepCSV0p38Eta2p4TripleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepCSV0p38Eta2p4TripleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepCSV0p865DoubleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepCSV0p865DoubleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepFlavour0p275Eta2p4TripleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepFlavour0p275Eta2p4TripleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepFlavour0p375Eta2p4TripleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepFlavour0p375Eta2p4TripleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltBTagPFPuppiDeepFlavour0p935DoubleEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltBTagPFPuppiDeepFlavour0p935DoubleEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG12EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG12EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoClusterShapeL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoClusterShapeL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoClusterShapeSigmavvL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoClusterShapeSigmavvL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoClusterShapeSigmawwL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoClusterShapeSigmawwL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoEcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoEcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoHcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoHcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoHgcalHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoHgcalHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG2312IsoHgcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG2312IsoHgcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG23EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG23EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG23EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG23EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLClusterShapeL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLClusterShapeL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLClusterShapeSigmavvL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLClusterShapeSigmavvL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLClusterShapeSigmavvUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLClusterShapeSigmavvUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLClusterShapeUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLClusterShapeUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLHEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLHEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLHgcalHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLHgcalHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25CaloIdLHgcalHEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25CaloIdLHgcalHEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG25EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG25EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeSigmavvL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeSigmavvL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeSigmavvUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeSigmavvUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeSigmawwL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeSigmawwL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeSigmawwUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeSigmawwUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdClusterShapeUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdClusterShapeUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdEcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdEcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdEcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdEcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHgcalHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHgcalHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHgcalHEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHgcalHEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHgcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHgcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEG3023IsoCaloIdHgcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEG3023IsoCaloIdHgcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoBestGsfChi2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoBestGsfChi2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoBestGsfNLayerITL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoBestGsfNLayerITL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoGsfDetaL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoGsfDetaL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoGsfDphiL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoGsfDphiL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoGsfOneOEMinusOneOPL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoGsfOneOEMinusOneOPL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoGsfTrackIsoFromL1TracksL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoGsfTrackIsoFromL1TracksL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoGsfTrackIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoGsfTrackIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoPMS2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoPMS2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle2312IsoPixelMatchL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle2312IsoPixelMatchL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle25CaloIdLPMS2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle25CaloIdLPMS2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle25CaloIdLPMS2UnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle25CaloIdLPMS2UnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle25CaloIdLPixelMatchL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle25CaloIdLPixelMatchL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiEle25CaloIdLPixelMatchUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiEle25CaloIdLPixelMatchUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiMuon178RelTrkIsoFiltered0p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiMuon178RelTrkIsoFiltered0p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDiMuon178RelTrkIsoFiltered0p4DzFiltered0p2"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDiMuon178RelTrkIsoFiltered0p4DzFiltered0p2__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDoubleMuon7DZ1p0"       ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDoubleMuon7DZ1p0__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDoublePFPuppiJets128Eta2p4MaxDeta1p6"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDoublePFPuppiJets128Eta2p4MaxDeta1p6__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltDoublePFPuppiJets128MaxEta2p4"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltDoublePFPuppiJets128MaxEta2p4__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG108EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG108EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG108EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG108EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG115EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG115EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG187EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG187EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG187EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG187EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG23EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG23EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG26EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG26EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG26EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG26EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG30EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG30EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG30EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG30EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG32EtL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG32EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG32EtUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG32EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG5EtL1SeededFilter"    ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG5EtL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEG5EtUnseededFilter"    ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEG5EtUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEgammaCandidatesWrapperL1Seeded"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEgammaCandidatesWrapperL1Seeded__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEgammaCandidatesWrapperUnseeded"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEgammaCandidatesWrapperUnseeded__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoClusterShapeL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoClusterShapeL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoClusterShapeSigmavvL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoClusterShapeSigmavvL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoClusterShapeSigmawwL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoClusterShapeSigmawwL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoGsfDetaL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoGsfDetaL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoGsfDphiL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoGsfDphiL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoHgcalHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoHgcalHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoPMS2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoPMS2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle115NonIsoPixelMatchL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle115NonIsoPixelMatchL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70BestGsfChi2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70BestGsfChi2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70BestGsfChi2UnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70BestGsfChi2UnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70BestGsfNLayerITL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70BestGsfNLayerITL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70BestGsfNLayerITUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70BestGsfNLayerITUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeSigmavvL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeSigmavvL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeSigmavvUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeSigmavvUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeSigmawwL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeSigmawwL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeSigmawwUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeSigmawwUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70ClusterShapeUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70ClusterShapeUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70EcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70EcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70EcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70EcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfDetaL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfDetaL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfDetaUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfDetaUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfDphiL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfDphiL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfDphiUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfDphiUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfOneOEMinusOneOPL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfOneOEMinusOneOPL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfOneOEMinusOneOPUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfOneOEMinusOneOPUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfTrackIsoFromL1TracksL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfTrackIsoFromL1TracksL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfTrackIsoFromL1TracksUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfTrackIsoFromL1TracksUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfTrackIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfTrackIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70GsfTrackIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70GsfTrackIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HgcalHEL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HgcalHEL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HgcalHEUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HgcalHEUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HgcalIsoL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HgcalIsoL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70HgcalIsoUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70HgcalIsoUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70PMS2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70PMS2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70PMS2UnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70PMS2UnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70PixelMatchL1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70PixelMatchL1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle26WP70PixelMatchUnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle26WP70PixelMatchUnseededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle32WPTightBestGsfChi2L1SeededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle32WPTightBestGsfChi2L1SeededFilter__HLT     1
trigger::TriggerFilterObjectWithRefs   "hltEle32WPTightBestGsfChi2UnseededFilter"   ""                "HLT"          triggerTriggerFilterObjectWithRefs_hltEle32WPTightBestGsfChi2UnseededFilter__HLT     1
