Type                                  Module                      Label             Process        Full Name                                              Split level
vector<l1t::PFCandidate>              "l1tLayer1Extended"         "PF"              "HLT"          l1tPFCandidates_l1tLayer1Extended_PF_HLT               1
vector<l1t::PFCandidate>              "l1tLayer1HF"               "PF"              "HLT"          l1tPFCandidates_l1tLayer1HF_PF_HLT                     1
vector<l1t::PFCandidate>              "l1tLayer1HGCal"            "PF"              "HLT"          l1tPFCandidates_l1tLayer1HGCal_PF_HLT                  1
vector<l1t::PFCandidate>              "l1tLayer1HGCalExtended"    "PF"              "HLT"          l1tPFCandidates_l1tLayer1HGCalExtended_PF_HLT          1
vector<l1t::PFCandidate>              "l1tLayer1HGCalNoTK"        "PF"              "HLT"          l1tPFCandidates_l1tLayer1HGCalNoTK_PF_HLT              1
vector<l1t::PFCandidate>              "l1tLayer1"                 "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1_Puppi_HLT                    1
vector<l1t::PFCandidate>              "l1tLayer1Barrel"           "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1Barrel_Puppi_HLT              1
vector<l1t::PFCandidate>              "l1tLayer1BarrelExtended"   "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1BarrelExtended_Puppi_HLT      1
vector<l1t::PFCandidate>              "l1tLayer1Extended"         "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1Extended_Puppi_HLT            1
vector<l1t::PFCandidate>              "l1tLayer1HF"               "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1HF_Puppi_HLT                  1
vector<l1t::PFCandidate>              "l1tLayer1HGCal"            "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1HGCal_Puppi_HLT               1
vector<l1t::PFCandidate>              "l1tLayer1HGCalExtended"    "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1HGCalExtended_Puppi_HLT       1
vector<l1t::PFCandidate>              "l1tLayer1HGCalNoTK"        "Puppi"           "HLT"          l1tPFCandidates_l1tLayer1HGCalNoTK_Puppi_HLT           1
vector<l1t::PFCandidate>              "l1tLayer1"                 "TK"              "HLT"          l1tPFCandidates_l1tLayer1_TK_HLT                       1
vector<l1t::PFCandidate>              "l1tLayer1Barrel"           "TK"              "HLT"          l1tPFCandidates_l1tLayer1Barrel_TK_HLT                 1
vector<l1t::PFCandidate>              "l1tLayer1BarrelExtended"   "TK"              "HLT"          l1tPFCandidates_l1tLayer1BarrelExtended_TK_HLT         1
vector<l1t::PFCandidate>              "l1tLayer1Extended"         "TK"              "HLT"          l1tPFCandidates_l1tLayer1Extended_TK_HLT               1
vector<l1t::PFCandidate>              "l1tLayer1HF"               "TK"              "HLT"          l1tPFCandidates_l1tLayer1HF_TK_HLT                     1
vector<l1t::PFCandidate>              "l1tLayer1HGCal"            "TK"              "HLT"          l1tPFCandidates_l1tLayer1HGCal_TK_HLT                  1
vector<l1t::PFCandidate>              "l1tLayer1HGCalExtended"    "TK"              "HLT"          l1tPFCandidates_l1tLayer1HGCalExtended_TK_HLT          1
vector<l1t::PFCandidate>              "l1tLayer1HGCalNoTK"        "TK"              "HLT"          l1tPFCandidates_l1tLayer1HGCalNoTK_TK_HLT              1
vector<l1t::PFCluster>                "l1tPFClustersFromHGC3DClusters"   ""                "HLT"          l1tPFClusters_l1tPFClustersFromHGC3DClusters__HLT      1
vector<l1t::PFCluster>                "l1tPFClustersFromL1EGClusters"   "all"             "HLT"          l1tPFClusters_l1tPFClustersFromL1EGClusters_all_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "calibrated"      "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_calibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "calibrated"      "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_calibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "ecalCells"       "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_ecalCells_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "ecalCells"       "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_ecalCells_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromHGC3DClusters"   "egamma"          "HLT"          l1tPFClusters_l1tPFClustersFromHGC3DClusters_egamma_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromHGC3DClusters"   "em"              "HLT"          l1tPFClusters_l1tPFClustersFromHGC3DClusters_em_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "emCalibrated"    "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_emCalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "emCalibrated"    "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_emCalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "emUncalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_emUncalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "emUncalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_emUncalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromHGC3DClusters"   "had"             "HLT"          l1tPFClusters_l1tPFClustersFromHGC3DClusters_had_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "hcalCalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_hcalCalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "hcalCalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_hcalCalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "hcalCells"       "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_hcalCells_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "hcalCells"       "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_hcalCells_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "hcalUncalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_hcalUncalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "hcalUncalibrated"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_hcalUncalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "hcalUnclustered"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_hcalUnclustered_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "hcalUnclustered"   "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_hcalUnclustered_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromL1EGClusters"   "selected"        "HLT"          l1tPFClusters_l1tPFClustersFromL1EGClusters_selected_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHCal"   "uncalibrated"    "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHCal_uncalibrated_HLT     1
vector<l1t::PFCluster>                "l1tPFClustersFromCombinedCaloHF"   "uncalibrated"    "HLT"          l1tPFClusters_l1tPFClustersFromCombinedCaloHF_uncalibrated_HLT     1
vector<l1t::PFJet>                    "l1tSC4PFL1PuppiCorrectedEmulator"   ""                "HLT"          l1tPFJets_l1tSC4PFL1PuppiCorrectedEmulator__HLT        1
vector<l1t::PFJet>                    "l1tSC4PFL1PuppiExtendedCorrectedEmulator"   ""                "HLT"          l1tPFJets_l1tSC4PFL1PuppiExtendedCorrectedEmulator__HLT     1
vector<l1t::PFJet>                    "l1tSC8PFL1PuppiCorrectedEmulator"   ""                "HLT"          l1tPFJets_l1tSC8PFL1PuppiCorrectedEmulator__HLT        1
vector<l1t::PFTau>                    "l1tNNTauProducerPuppi"     "L1PFTausNN"      "HLT"          l1tPFTaus_l1tNNTauProducerPuppi_L1PFTausNN_HLT         1
vector<l1t::PFTrack>                  "l1tLayer1Barrel"           "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1Barrel_DecodedTK_HLT              1
vector<l1t::PFTrack>                  "l1tLayer1BarrelExtended"   "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1BarrelExtended_DecodedTK_HLT      1
vector<l1t::PFTrack>                  "l1tLayer1HF"               "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1HF_DecodedTK_HLT                  1
vector<l1t::PFTrack>                  "l1tLayer1HGCal"            "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1HGCal_DecodedTK_HLT               1
vector<l1t::PFTrack>                  "l1tLayer1HGCalExtended"    "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1HGCalExtended_DecodedTK_HLT       1
vector<l1t::PFTrack>                  "l1tLayer1HGCalNoTK"        "DecodedTK"       "HLT"          l1tPFTracks_l1tLayer1HGCalNoTK_DecodedTK_HLT           1
vector<l1t::SAMuon>                   "l1tSAMuonsGmt"             "displacedSAMuons"   "HLT"          l1tSAMuons_l1tSAMuonsGmt_displacedSAMuons_HLT          1
vector<l1t::SAMuon>                   "l1tSAMuonsGmt"             "promptSAMuons"   "HLT"          l1tSAMuons_l1tSAMuonsGmt_promptSAMuons_HLT             1
vector<l1t::TkElectron>               "l1tLayer2EG"               "L1CtTkElectron"   "HLT"          l1tTkElectrons_l1tLayer2EG_L1CtTkElectron_HLT          1
vector<l1t::TkElectron>               "l1tLayer1Barrel"           "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1Barrel_L1TkEle_HLT             1
vector<l1t::TkElectron>               "l1tLayer1BarrelExtended"   "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1BarrelExtended_L1TkEle_HLT     1
vector<l1t::TkElectron>               "l1tLayer1HF"               "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1HF_L1TkEle_HLT                 1
vector<l1t::TkElectron>               "l1tLayer1HGCal"            "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1HGCal_L1TkEle_HLT              1
vector<l1t::TkElectron>               "l1tLayer1HGCalExtended"    "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1HGCalExtended_L1TkEle_HLT      1
vector<l1t::TkElectron>               "l1tLayer1HGCalNoTK"        "L1TkEle"         "HLT"          l1tTkElectrons_l1tLayer1HGCalNoTK_L1TkEle_HLT          1
vector<l1t::TkElectron>               "l1tLayer1EG"               "L1TkEleEB"       "HLT"          l1tTkElectrons_l1tLayer1EG_L1TkEleEB_HLT               1
vector<l1t::TkElectron>               "l1tLayer1EG"               "L1TkEleEE"       "HLT"          l1tTkElectrons_l1tLayer1EG_L1TkEleEE_HLT               1
vector<l1t::TkEm>                     "l1tLayer2EG"               "L1CtTkEm"        "HLT"          l1tTkEms_l1tLayer2EG_L1CtTkEm_HLT                      1
vector<l1t::TkEm>                     "l1tLayer1Barrel"           "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1Barrel_L1TkEm_HLT                    1
vector<l1t::TkEm>                     "l1tLayer1BarrelExtended"   "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1BarrelExtended_L1TkEm_HLT            1
vector<l1t::TkEm>                     "l1tLayer1HF"               "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1HF_L1TkEm_HLT                        1
vector<l1t::TkEm>                     "l1tLayer1HGCal"            "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1HGCal_L1TkEm_HLT                     1
vector<l1t::TkEm>                     "l1tLayer1HGCalExtended"    "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1HGCalExtended_L1TkEm_HLT             1
vector<l1t::TkEm>                     "l1tLayer1HGCalNoTK"        "L1TkEm"          "HLT"          l1tTkEms_l1tLayer1HGCalNoTK_L1TkEm_HLT                 1
vector<l1t::TkEm>                     "l1tLayer1EG"               "L1TkEmEB"        "HLT"          l1tTkEms_l1tLayer1EG_L1TkEmEB_HLT                      1
vector<l1t::TkEm>                     "l1tLayer1EG"               "L1TkEmEE"        "HLT"          l1tTkEms_l1tLayer1EG_L1TkEmEE_HLT                      1
vector<l1t::TkEtMiss>                 "l1tTrackerEtMiss"          "L1TrackerEtMiss"   "HLT"          l1tTkEtMisss_l1tTrackerEtMiss_L1TrackerEtMiss_HLT      1
vector<l1t::TkHTMiss>                 "l1tTrackerHTMiss"          "L1TrackerHTMiss"   "HLT"          l1tTkHTMisss_l1tTrackerHTMiss_L1TrackerHTMiss_HLT      1
vector<l1t::TkJet>                    "l1tTrackFastJets"          "L1TrackFastJets"   "HLT"          l1tTkJets_l1tTrackFastJets_L1TrackFastJets_HLT         1
vector<l1t::TkJet>                    "l1tTrackJets"              "L1TrackJets"     "HLT"          l1tTkJets_l1tTrackJets_L1TrackJets_HLT                 1
vector<l1t::TkJet>                    "l1tTrackJetsExtended"      "L1TrackJetsExtended"   "HLT"          l1tTkJets_l1tTrackJetsExtended_L1TrackJetsExtended_HLT     1
vector<l1t::TkJetWord>                "l1tTrackJetsEmulation"     "L1TrackJets"     "HLT"          l1tTkJetWords_l1tTrackJetsEmulation_L1TrackJets_HLT     1
vector<l1t::TkJetWord>                "l1tTrackJetsExtendedEmulation"   "L1TrackJetsExtended"   "HLT"          l1tTkJetWords_l1tTrackJetsExtendedEmulation_L1TrackJetsExtended_HLT     1
vector<l1t::TrackerMuon>              "l1tTkMuonsGmt"             ""                "HLT"          l1tTrackerMuons_l1tTkMuonsGmt__HLT                     1
vector<l1t::TrackerMuon>              "l1tTkMuonsGmtLowPtFix"     "l1tTkMuonsGmtLowPtFix"   "HLT"          l1tTrackerMuons_l1tTkMuonsGmtLowPtFix_l1tTkMuonsGmtLowPtFix_HLT     1
vector<l1t::Vertex>                   "l1tVertexFinder"           "L1Vertices"      "HLT"          l1tVertexs_l1tVertexFinder_L1Vertices_HLT              1
vector<l1t::VertexWord>               "l1tVertexFinderEmulator"   "L1VerticesEmulation"   "HLT"          l1tVertexWords_l1tVertexFinderEmulator_L1VerticesEmulation_HLT     1
vector<l1tp2::CaloCrystalCluster>     "l1tEGammaClusterEmuProducer"   ""                "HLT"          l1tp2CaloCrystalClusters_l1tEGammaClusterEmuProducer__HLT     1
vector<l1tp2::CaloJet>                "l1tCaloJet"                "L1CaloJetsNoCuts"   "HLT"          l1tp2CaloJets_l1tCaloJet_L1CaloJetsNoCuts_HLT          1
vector<l1tp2::CaloTower>              "l1tTowerCalibration"       "L1CaloTowerCalibratedCollection"   "HLT"          l1tp2CaloTowers_l1tTowerCalibration_L1CaloTowerCalibratedCollection_HLT     1
vector<l1tp2::CaloTower>              "l1tEGammaClusterEmuProducer"   "L1CaloTowerCollection"   "HLT"          l1tp2CaloTowers_l1tEGammaClusterEmuProducer_L1CaloTowerCollection_HLT     1
vector<reco::CaloCluster>             "hgcalMergeLayerClusters"   ""                "HLT"          recoCaloClusters_hgcalMergeLayerClusters__HLT          1
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   ""                "HLT"          recoCaloClusters_particleFlowSuperClusterHGCal__HLT     1
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALBarrel"   "HLT"          recoCaloClusters_particleFlowSuperClusterECAL_particleFlowBasicClusterECALBarrel_HLT     1
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALBarrel"   "HLT"          recoCaloClusters_particleFlowSuperClusterHGCal_particleFlowBasicClusterECALBarrel_HLT     1
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALEndcap"   "HLT"          recoCaloClusters_particleFlowSuperClusterECAL_particleFlowBasicClusterECALEndcap_HLT     1
vector<reco::CaloCluster>             "particleFlowSuperClusterECAL"   "particleFlowBasicClusterECALPreshower"   "HLT"          recoCaloClusters_particleFlowSuperClusterECAL_particleFlowBasicClusterECALPreshower_HLT     1
vector<reco::CaloCluster>             "particleFlowSuperClusterHGCal"   "particleFlowBasicClusterECALPreshower"   "HLT"          recoCaloClusters_particleFlowSuperClusterHGCal_particleFlowBasicClusterECALPreshower_HLT     1
vector<reco::CaloCluster>             "hgcalMergeLayerClusters"   "sharing"         "HLT"          recoCaloClusters_hgcalMergeLayerClusters_sharing_HLT     1
vector<reco::CaloJet>                 "ak4CaloJetsForTrk"         ""                "HLT"          recoCaloJets_ak4CaloJetsForTrk__HLT                    1
vector<reco::CaloJet>                 "l1tPhase1JetCalibrator9x9"   "Phase1L1TJetFromPfCandidates"   "HLT"          recoCaloJets_l1tPhase1JetCalibrator9x9_Phase1L1TJetFromPfCandidates_HLT     1
vector<reco::CaloJet>                 "l1tPhase1JetCalibrator9x9trimmed"   "Phase1L1TJetFromPfCandidates"   "HLT"          recoCaloJets_l1tPhase1JetCalibrator9x9trimmed_Phase1L1TJetFromPfCandidates_HLT     1
vector<reco::CaloJet>                 "l1tPhase1JetProducer9x9"   "UncalibratedPhase1L1TJetFromPfCandidates"   "HLT"          recoCaloJets_l1tPhase1JetProducer9x9_UncalibratedPhase1L1TJetFromPfCandidates_HLT     1
vector<reco::CaloJet>                 "l1tPhase1JetProducer9x9trimmed"   "UncalibratedPhase1L1TJetFromPfCandidates"   "HLT"          recoCaloJets_l1tPhase1JetProducer9x9trimmed_UncalibratedPhase1L1TJetFromPfCandidates_HLT     1
vector<reco::CaloMET>                 "hltCaloMET"                ""                "HLT"          recoCaloMETs_hltCaloMET__HLT                           1
vector<reco::Electron>                "hltEgammaGsfElectronsL1Seeded"   ""                "HLT"          recoElectrons_hltEgammaGsfElectronsL1Seeded__HLT       1
vector<reco::Electron>                "hltEgammaGsfElectronsUnseeded"   ""                "HLT"          recoElectrons_hltEgammaGsfElectronsUnseeded__HLT       1
vector<reco::GenJet>                  "ak4GenJets"                ""                "HLT"          recoGenJets_ak4GenJets__HLT                            1
vector<reco::GenJet>                  "ak4GenJetsNoNu"            ""                "HLT"          recoGenJets_ak4GenJetsNoNu__HLT                        1
vector<reco::GenJet>                  "ak8GenJets"                ""                "HLT"          recoGenJets_ak8GenJets__HLT                            1
vector<reco::GenJet>                  "ak8GenJetsNoNu"            ""                "HLT"          recoGenJets_ak8GenJetsNoNu__HLT                        1
vector<reco::GenMET>                  "genMetCalo"                ""                "HLT"          recoGenMETs_genMetCalo__HLT                            1
vector<reco::GenMET>                  "genMetTrue"                ""                "HLT"          recoGenMETs_genMetTrue__HLT                            1
vector<reco::GenParticle>             "genPUProtons"              ""                "HLT"          recoGenParticles_genPUProtons__HLT                     1
vector<reco::GenParticle>             "genParticles"              ""                "HLT"          recoGenParticles_genParticles__HLT                     1
vector<reco::GsfTrack>                "hltEgammaGsfTracksL1Seeded"   ""                "HLT"          recoGsfTracks_hltEgammaGsfTracksL1Seeded__HLT          1
vector<reco::GsfTrackExtra>           "hltEgammaGsfTracksL1Seeded"   ""                "HLT"          recoGsfTrackExtras_hltEgammaGsfTracksL1Seeded__HLT     1
vector<reco::MET>                     "hltHtMhtPFPuppiCentralJetsQuadC30MaxEta2p4"   ""                "HLT"          recoMETs_hltHtMhtPFPuppiCentralJetsQuadC30MaxEta2p4__HLT     1
vector<reco::MET>                     "hltPFPuppiHT"              ""                "HLT"          recoMETs_hltPFPuppiHT__HLT                             1
vector<reco::MET>                     "hltPFPuppiMHT"             ""                "HLT"          recoMETs_hltPFPuppiMHT__HLT                            1
vector<reco::PFBlock>                 "particleFlowBlock"         ""                "HLT"          recoPFBlocks_particleFlowBlock__HLT                    1
vector<reco::PFCandidate>             "pfTICL"                    ""                "HLT"          recoPFCandidates_pfTICL__HLT                           1
vector<reco::PFCluster>               "particleFlowClusterECAL"   ""                "HLT"          recoPFClusters_particleFlowClusterECAL__HLT            1
vector<reco::PFCluster>               "particleFlowClusterHF"     ""                "HLT"          recoPFClusters_particleFlowClusterHF__HLT              1
vector<reco::PFCluster>               "particleFlowClusterHO"     ""                "HLT"          recoPFClusters_particleFlowClusterHO__HLT              1
vector<reco::PFJet>                   "hltAK4PFCHSJets"           ""                "HLT"          recoPFJets_hltAK4PFCHSJets__HLT                        1
vector<reco::PFJet>                   "hltAK4PFCHSJetsCorrected"   ""                "HLT"          recoPFJets_hltAK4PFCHSJetsCorrected__HLT               1
vector<reco::PFJet>                   "hltAK4PFJets"              ""                "HLT"          recoPFJets_hltAK4PFJets__HLT                           1
vector<reco::PFJet>                   "hltAK4PFJetsCorrected"     ""                "HLT"          recoPFJets_hltAK4PFJetsCorrected__HLT                  1
vector<reco::PFJet>                   "hltAK4PFJetsForTaus"       ""                "HLT"          recoPFJets_hltAK4PFJetsForTaus__HLT                    1
vector<reco::PFJet>                   "hltAK4PFPuppiJets"         ""                "HLT"          recoPFJets_hltAK4PFPuppiJets__HLT                      1
vector<reco::PFJet>                   "hltAK4PFPuppiJetsCorrected"   ""                "HLT"          recoPFJets_hltAK4PFPuppiJetsCorrected__HLT             1
vector<reco::PFJet>                   "hltAK8PFCHSJets"           ""                "HLT"          recoPFJets_hltAK8PFCHSJets__HLT                        1
vector<reco::PFJet>                   "hltAK8PFCHSJetsCorrected"   ""                "HLT"          recoPFJets_hltAK8PFCHSJetsCorrected__HLT               1
vector<reco::PFJet>                   "hltAK8PFJets"              ""                "HLT"          recoPFJets_hltAK8PFJets__HLT                           1
vector<reco::PFJet>                   "hltAK8PFJetsCorrected"     ""                "HLT"          recoPFJets_hltAK8PFJetsCorrected__HLT                  1
vector<reco::PFJet>                   "hltAK8PFPuppiJets"         ""                "HLT"          recoPFJets_hltAK8PFPuppiJets__HLT                      1
vector<reco::PFJet>                   "hltAK8PFPuppiJetsCorrected"   ""                "HLT"          recoPFJets_hltAK8PFPuppiJetsCorrected__HLT             1
vector<reco::PFJet>                   "hltPFPuppiJetForBtagEta2p4"   ""                "HLT"          recoPFJets_hltPFPuppiJetForBtagEta2p4__HLT             1
vector<reco::PFJet>                   "hltTauPFJets08Region"      "jets"            "HLT"          recoPFJets_hltTauPFJets08Region_jets_HLT               1
vector<reco::PFMET>                   "hltPFMETTypeOne"           ""                "HLT"          recoPFMETs_hltPFMETTypeOne__HLT                        1
vector<reco::PFRecHit>                "particleFlowRecHitECAL"    "Cleaned"         "HLT"          recoPFRecHits_particleFlowRecHitECAL_Cleaned_HLT       1
vector<reco::PFRecHit>                "particleFlowRecHitHF"      "Cleaned"         "HLT"          recoPFRecHits_particleFlowRecHitHF_Cleaned_HLT         1
vector<reco::PFRecHit>                "particleFlowRecHitHGC"     "Cleaned"         "HLT"          recoPFRecHits_particleFlowRecHitHGC_Cleaned_HLT        1
vector<reco::PFRecHit>                "particleFlowRecHitHO"      "Cleaned"         "HLT"          recoPFRecHits_particleFlowRecHitHO_Cleaned_HLT         1
vector<reco::PFTau>                   "hltHpsCombinatoricRecoTaus"   ""                "HLT"          recoPFTaus_hltHpsCombinatoricRecoTaus__HLT             1
vector<reco::PFTau>                   "hltHpsPFTauProducer"       ""                "HLT"          recoPFTaus_hltHpsPFTauProducer__HLT                    1
vector<reco::PFTau>                   "hltHpsPFTauProducerSansRefs"   ""                "HLT"          recoPFTaus_hltHpsPFTauProducerSansRefs__HLT            1
vector<reco::PFTau>                   "hltHpsSelectedPFTausMediumDitauWPDeepTau"   ""                "HLT"          recoPFTaus_hltHpsSelectedPFTausMediumDitauWPDeepTau__HLT     1
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackFinding"   ""                "HLT"          recoPFTaus_hltHpsSelectedPFTausTrackFinding__HLT       1
vector<reco::PFTau>                   "hltHpsSelectedPFTausTrackPt1MediumChargedIsolation"   ""                "HLT"          recoPFTaus_hltHpsSelectedPFTausTrackPt1MediumChargedIsolation__HLT     1
vector<reco::RecoChargedCandidate>    "hltL2MuonFromL1TkMuonCandidates"   ""                "HLT"          recoRecoChargedCandidates_hltL2MuonFromL1TkMuonCandidates__HLT     1
vector<reco::RecoChargedCandidate>    "hltPhase2L3MuonCandidates"   ""                "HLT"          recoRecoChargedCandidates_hltPhase2L3MuonCandidates__HLT     1
vector<reco::RecoChargedCandidate>    "hltPhase2L3OIL3MuonCandidates"   ""                "HLT"          recoRecoChargedCandidates_hltPhase2L3OIL3MuonCandidates__HLT     1
vector<reco::RecoEcalCandidate>       "hltEgammaCandidatesL1Seeded"   ""                "HLT"          recoRecoEcalCandidates_hltEgammaCandidatesL1Seeded__HLT     1
vector<reco::RecoEcalCandidate>       "hltEgammaCandidatesUnseeded"   ""                "HLT"          recoRecoEcalCandidates_hltEgammaCandidatesUnseeded__HLT     1
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCal"   ""                "HLT"          recoSuperClusters_particleFlowSuperClusterHGCal__HLT     1
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALBarrel"   "HLT"          recoSuperClusters_particleFlowSuperClusterECAL_particleFlowSuperClusterECALBarrel_HLT     1
vector<reco::SuperCluster>            "particleFlowSuperClusterHGCal"   "particleFlowSuperClusterECALBarrel"   "HLT"          recoSuperClusters_particleFlowSuperClusterHGCal_particleFlowSuperClusterECALBarrel_HLT     1
vector<reco::SuperCluster>            "particleFlowSuperClusterECAL"   "particleFlowSuperClusterECALEndcapWithPreshower"   "HLT"          recoSuperClusters_particleFlowSuperClusterECAL_particleFlowSuperClusterECALEndcapWithPreshower_HLT     1
vector<reco::Track>                   "generalTracks"             ""                "HLT"          recoTracks_generalTracks__HLT                          1
vector<reco::Track>                   "hltPhase2PixelTracks"      ""                "HLT"          recoTracks_hltPhase2PixelTracks__HLT                   1
vector<reco::TrackExtra>              "generalTracks"             ""                "HLT"          recoTrackExtras_generalTracks__HLT                     1
vector<reco::TrackExtra>              "hltEgammaGsfTracksL1Seeded"   ""                "HLT"          recoTrackExtras_hltEgammaGsfTracksL1Seeded__HLT        1
vector<reco::TrackExtra>              "hltPhase2PixelTracks"      ""                "HLT"          recoTrackExtras_hltPhase2PixelTracks__HLT              1
vector<reco::Vertex>                  "hltPhase2PixelVertices"    ""                "HLT"          recoVertexs_hltPhase2PixelVertices__HLT                1
vector<reco::Vertex>                  "offlinePrimaryVertices"    ""                "HLT"          recoVertexs_offlinePrimaryVertices__HLT                1
vector<vector<bitset<64> > >          "l1tTTTracksFromExtendedTrackletEmulation"   "Level1TTTracks"   "HLT"          64stdbitsetss_l1tTTTracksFromExtendedTrackletEmulation_Level1TTTracks_HLT     1
vector<vector<bitset<64> > >          "l1tTTTracksFromTrackletEmulation"   "Level1TTTracks"   "HLT"          64stdbitsetss_l1tTTTracksFromTrackletEmulation_Level1TTTracks_HLT     1
